element_id,odia_element,english_equivalent,element_type,poetic_context,usage_example_odia,usage_example_english,complexity_level
781,ଆକାଶଗଙ୍ଗା,milky way,vocabulary,"Galactic river, stars, path",ଆକାଶଗଙ୍ଗା ର ମଧୁର କିରଣ,Sweet rays of the milky way,advanced
782,ତାରାପୁଞ୍ଜ,constellation,vocabulary,"Star patterns, destiny, guidance",ତାରାପୁଞ୍ଜ ର ମଧୁର କିରଣ,Sweet rays of the constellation,advanced
783,ଗ୍ରହଣ,eclipse,vocabulary,"Obscuration, cycle, mystery",ଗ୍ରହଣ ର ମଧୁର କିରଣ,Sweet rays of the eclipse,advanced
784,ଉଲ୍କାପାତ,meteor shower,vocabulary,"Falling stars, wishes, transience",ଉଲ୍କାପାତ ର ମଧୁର କିରଣ,Sweet rays of the meteor shower,advanced
785,ନୀହାରିକା,nebula,vocabulary,"Cosmic cloud, birth, mystery",ନୀହାରିକା ର ମଧୁର କିରଣ,Sweet rays of the nebula,advanced
786,କୃଷ୍ଣବିବର,black hole,vocabulary,"Mystery, absorption, unknown",କୃଷ୍ଣବିବର ର ମଧୁର କିରଣ,Sweet rays of the black hole,advanced
787,ତାରକା,star,vocabulary,"Light, guidance, destiny",ତାରକା ର ମଧୁର କିରଣ,Sweet rays of the star,advanced
788,ଉପଗ୍ରହ,satellite,vocabulary,"Companion, follower, observer",ଉପଗ୍ରହ ର ମଧୁର କିରଣ,Sweet rays of the satellite,advanced
789,କଳା,art,vocabulary,"Creativity, expression, beauty",କଳା ର ମଧୁର କିରଣ,Sweet rays of the art,advanced
790,ସାହିତ୍ୟ,literature,vocabulary,"Written art, knowledge, culture",ସାହିତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the literature,advanced
791,ଚିତ୍ର,painting,vocabulary,"Visual art, representation, beauty",ଚିତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the painting,advanced
792,ମୂର୍ତ୍ତି,sculpture,vocabulary,"Form, shape, permanence",ମୂର୍ତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the sculpture,advanced
793,ନୃତ୍ୟ,dance,vocabulary,"Movement, expression, rhythm",ନୃତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the dance,advanced
794,ନାଟକ,drama,vocabulary,"Performance, story, emotion",ନାଟକ ର ମଧୁର କିରଣ,Sweet rays of the drama,advanced
795,ସଙ୍ଗୀତ,music,vocabulary,"Harmony, emotion, sound",ସଙ୍ଗୀତ ର ମଧୁର କିରଣ,Sweet rays of the music,advanced
796,ସ୍ଥାପତ୍ୟ,architecture,vocabulary,"Structure, design, permanence",ସ୍ଥାପତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the architecture,advanced
797,ଅଳଙ୍କାର,ornament,vocabulary,"Decoration, beauty, enhancement",ଅଳଙ୍କାର ର ମଧୁର କିରଣ,Sweet rays of the ornament,advanced
798,ରଚନା,composition,vocabulary,"Creation, structure, arrangement",ରଚନା ର ମଧୁର କିରଣ,Sweet rays of the composition,advanced
799,ଧ୍ୟାନ,meditation,vocabulary,"Focus, peace, inner journey",ଧ୍ୟାନ ର ମଧୁର କିରଣ,Sweet rays of the meditation,advanced
800,ପ୍ରାର୍ଥନା,prayer,vocabulary,"Communication, devotion, request",ପ୍ରାର୍ଥନା ର ମଧୁର କିରଣ,Sweet rays of the prayer,advanced
801,ଉପାସନା,worship,vocabulary,"Devotion, reverence, service",ଉପାସନା ର ମଧୁର କିରଣ,Sweet rays of the worship,advanced
802,ସାଧନା,practice,vocabulary,"Discipline, effort, progress",ସାଧନା ର ମଧୁର କିରଣ,Sweet rays of the practice,advanced
803,ତପସ୍ୟା,austerity,vocabulary,"Self-discipline, sacrifice, power",ତପସ୍ୟା ର ମଧୁର କିରଣ,Sweet rays of the austerity,advanced
804,ଯୋଗ,yoga,vocabulary,"Union, discipline, balance",ଯୋଗ ର ମଧୁର କିରଣ,Sweet rays of the yoga,advanced
805,ସମାଧି,trance,vocabulary,"Deep meditation, union, ecstasy",ସମାଧି ର ମଧୁର କିରଣ,Sweet rays of the trance,advanced
806,ମୁକ୍ତି,liberation,vocabulary,"Freedom, enlightenment, release",ମୁକ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the liberation,advanced
807,ଜ୍ଞାନ,knowledge,vocabulary,"Wisdom, understanding, light",ଜ୍ଞାନ ର ମଧୁର କିରଣ,Sweet rays of the knowledge,advanced
808,ଭକ୍ତି,devotion,vocabulary,"Love, dedication, surrender",ଭକ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the devotion,advanced
809,ସତ୍ୟ,truth,vocabulary,"Reality, honesty, eternal",ସତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the truth,advanced
810,ଅସତ୍ୟ,falsehood,vocabulary,"Lie, illusion, deception",ଅସତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the falsehood,advanced
811,ଧର୍ମ,righteousness,vocabulary,"Duty, morality, law",ଧର୍ମ ର ମଧୁର କିରଣ,Sweet rays of the righteousness,advanced
812,ଅଧର୍ମ,unrighteousness,vocabulary,"Immorality, evil, wrong",ଅଧର୍ମ ର ମଧୁର କିରଣ,Sweet rays of the unrighteousness,advanced
813,କର୍ମ,action,vocabulary,"Deed, consequence, fate",କର୍ମ ର ମଧୁର କିରଣ,Sweet rays of the action,advanced
814,ଫଳ,result,vocabulary,"Outcome, consequence, reward",ଫଳ ର ମଧୁର କିରଣ,Sweet rays of the result,advanced
815,ପୁଣ୍ୟ,virtue,vocabulary,"Goodness, merit, purity",ପୁଣ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the virtue,advanced
816,ପାପ,sin,vocabulary,"Wrong, guilt, impurity",ପାପ ର ମଧୁର କିରଣ,Sweet rays of the sin,advanced
817,ମୋକ୍ଷ,liberation,vocabulary,"Freedom, release, enlightenment",ମୋକ୍ଷ ର ମଧୁର କିରଣ,Sweet rays of the liberation,advanced
818,ବନ୍ଧନ,bondage,vocabulary,"Attachment, limitation, prison",ବନ୍ଧନ ର ମଧୁର କିରଣ,Sweet rays of the bondage,advanced
819,ପ୍ରତିଜ୍ଞା,vow,vocabulary,"Promise, commitment, resolve",ପ୍ରତିଜ୍ଞା ର ମଧୁର କିରଣ,Sweet rays of the vow,advanced
820,ସଂକଳ୍ପ,resolve,vocabulary,"Determination, will, decision",ସଂକଳ୍ପ ର ମଧୁର କିରଣ,Sweet rays of the resolve,advanced
821,ପରାକ୍ରମ,valor,vocabulary,"Courage, bravery, strength",ପରାକ୍ରମ ର ମଧୁର କିରଣ,Sweet rays of the valor,advanced
822,ବୀରତ୍ୱ,heroism,vocabulary,"Courage, excellence, nobility",ବୀରତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the heroism,advanced
823,ତ୍ୟାଗ,sacrifice,vocabulary,"Renunciation, offering, giving",ତ୍ୟାଗ ର ମଧୁର କିରଣ,Sweet rays of the sacrifice,advanced
824,ସେବା,service,vocabulary,"Help, devotion, work",ସେବା ର ମଧୁର କିରଣ,Sweet rays of the service,advanced
825,ପରୋପକାର,philanthropy,vocabulary,"Helping others, charity",ପରୋପକାର ର ମଧୁର କିରଣ,Sweet rays of the philanthropy,advanced
826,ଦାନ,charity,vocabulary,"Giving, generosity, kindness",ଦାନ ର ମଧୁର କିରଣ,Sweet rays of the charity,advanced
827,ସହନଶୀଳତା,tolerance,vocabulary,"Patience, acceptance, endurance",ସହନଶୀଳତା ର ମଧୁର କିରଣ,Sweet rays of the tolerance,advanced
828,କ୍ଷମା,forgiveness,vocabulary,"Pardon, mercy, release",କ୍ଷମା ର ମଧୁର କିରଣ,Sweet rays of the forgiveness,advanced
829,ସହିଷ୍ଣୁତା,forbearance,vocabulary,"Patience, endurance, tolerance",ସହିଷ୍ଣୁତା ର ମଧୁର କିରଣ,Sweet rays of the forbearance,advanced
830,ଉଦାରତା,generosity,vocabulary,"Kindness, magnanimity, giving",ଉଦାରତା ର ମଧୁର କିରଣ,Sweet rays of the generosity,advanced
831,ନିର୍ଭୀକତା,fearlessness,vocabulary,"Courage, boldness, confidence",ନିର୍ଭୀକତା ର ମଧୁର କିରଣ,Sweet rays of the fearlessness,advanced
832,ସାହସିକତା,adventurousness,vocabulary,"Bravery, daring, courage",ସାହସିକତା ର ମଧୁର କିରଣ,Sweet rays of the adventurousness,advanced
833,ବିନୟ,humility,vocabulary,"Modesty, respect, politeness",ବିନୟ ର ମଧୁର କିରଣ,Sweet rays of the humility,advanced
834,ଶିଷ୍ଟାଚାର,etiquette,vocabulary,"Manners, courtesy, respect",ଶିଷ୍ଟାଚାର ର ମଧୁର କିରଣ,Sweet rays of the etiquette,advanced
835,ସଦାଚାର,good conduct,vocabulary,"Virtue, morality, goodness",ସଦାଚାର ର ମଧୁର କିରଣ,Sweet rays of the good conduct,advanced
836,ପରିଶ୍ରମ,hard work,vocabulary,"Effort, labor, diligence",ପରିଶ୍ରମ ର ମଧୁର କିରଣ,Sweet rays of the hard work,advanced
837,ଅଭ୍ୟାସ,practice,vocabulary,"Habit, training, repetition",ଅଭ୍ୟାସ ର ମଧୁର କିରଣ,Sweet rays of the practice,advanced
838,ଅନୁଶାସନ,discipline,vocabulary,"Control, order, training",ଅନୁଶାସନ ର ମଧୁର କିରଣ,Sweet rays of the discipline,advanced
839,ନିୟମ,rule,vocabulary,"Law, principle, regulation",ନିୟମ ର ମଧୁର କିରଣ,Sweet rays of the rule,advanced
840,ଶୃଙ୍ଖଳା,order,vocabulary,"Organization, system, discipline",ଶୃଙ୍ଖଳା ର ମଧୁର କିରଣ,Sweet rays of the order,advanced
841,ଅର୍ଥ,meaning,vocabulary,"Significance, purpose, wealth",ଅର୍ଥ ର ମଧୁର କିରଣ,Sweet rays of the meaning,advanced
842,ଯଶ,fame,vocabulary,"Reputation, glory, honor",ଯଶ ର ମଧୁର କିରଣ,Sweet rays of the fame,advanced
843,କୀର୍ତ୍ତି,renown,vocabulary,"Fame, glory, reputation",କୀର୍ତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the renown,advanced
844,ପ୍ରତିଷ୍ଠା,prestige,vocabulary,"Honor, respect, status",ପ୍ରତିଷ୍ଠା ର ମଧୁର କିରଣ,Sweet rays of the prestige,advanced
845,ଗୌରବ,dignity,vocabulary,"Honor, pride, respect",ଗୌରବ ର ମଧୁର କିରଣ,Sweet rays of the dignity,advanced
846,ମର୍ଯ୍ୟାଦା,honor,vocabulary,"Respect, dignity, prestige",ମର୍ଯ୍ୟାଦା ର ମଧୁର କିରଣ,Sweet rays of the honor,advanced
847,ସମ୍ମାନ,respect,vocabulary,"Honor, regard, esteem",ସମ୍ମାନ ର ମଧୁର କିରଣ,Sweet rays of the respect,advanced
848,ପ୍ରଶଂସା,praise,vocabulary,"Appreciation, compliment, approval",ପ୍ରଶଂସା ର ମଧୁର କିରଣ,Sweet rays of the praise,advanced
849,ଆଶୀର୍ବାଦ,blessing,vocabulary,"Divine favor, good wishes",ଆଶୀର୍ବାଦ ର ମଧୁର କିରଣ,Sweet rays of the blessing,advanced
850,ଅଭିଶାପ,curse,vocabulary,"Malediction, hex, condemnation",ଅଭିଶାପ ର ମଧୁର କିରଣ,Sweet rays of the curse,advanced
851,ଶାପ,curse,vocabulary,"Doom, condemnation, punishment",ଶାପ ର ମଧୁର କିରଣ,Sweet rays of the curse,advanced
852,ବରଦାନ,boon,vocabulary,"Blessing, gift, favor",ବରଦାନ ର ମଧୁର କିରଣ,Sweet rays of the boon,advanced
853,ପ୍ରାର୍ଥନା,request,vocabulary,"Plea, appeal, prayer",ପ୍ରାର୍ଥନା ର ମଧୁର କିରଣ,Sweet rays of the request,advanced
854,ଅନୁରୋଧ,appeal,vocabulary,"Request, plea, entreaty",ଅନୁରୋଧ ର ମଧୁର କିରଣ,Sweet rays of the appeal,advanced
855,ବିନତି,supplication,vocabulary,"Humble request, prayer",ବିନତି ର ମଧୁର କିରଣ,Sweet rays of the supplication,advanced
856,ଆହ୍ୱାନ,invitation,vocabulary,"Call, summons, welcome",ଆହ୍ୱାନ ର ମଧୁର କିରଣ,Sweet rays of the invitation,advanced
857,ନିମନ୍ତ୍ରଣ,invitation,vocabulary,"Call, request, welcome",ନିମନ୍ତ୍ରଣ ର ମଧୁର କିରଣ,Sweet rays of the invitation,advanced
858,ସଦୁପଦେଶ,good advice,vocabulary,"Wisdom, guidance, counsel",ସଦୁପଦେଶ ର ମଧୁର କିରଣ,Sweet rays of the good advice,advanced
859,ମାର୍ଗଦର୍ଶନ,guidance,vocabulary,"Direction, leadership, advice",ମାର୍ଗଦର୍ଶନ ର ମଧୁର କିରଣ,Sweet rays of the guidance,advanced
860,ଶିକ୍ଷା,education,vocabulary,"Learning, knowledge, teaching",ଶିକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the education,advanced
861,ଜ୍ଞାନ,knowledge,vocabulary,"Wisdom, learning, understanding",ଜ୍ଞାନ ର ମଧୁର କିରଣ,Sweet rays of the knowledge,advanced
862,ବିଦ୍ୟା,learning,vocabulary,"Knowledge, education, wisdom",ବିଦ୍ୟା ର ମଧୁର କିରଣ,Sweet rays of the learning,advanced
863,ପାଣ୍ଡିତ୍ୟ,scholarship,vocabulary,"Learning, expertise, knowledge",ପାଣ୍ଡିତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the scholarship,advanced
864,ବୁଦ୍ଧିମତ୍ତା,intelligence,vocabulary,"Wisdom, cleverness, smartness",ବୁଦ୍ଧିମତ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the intelligence,advanced
865,ପ୍ରତିଭା,talent,vocabulary,"Gift, ability, genius",ପ୍ରତିଭା ର ମଧୁର କିରଣ,Sweet rays of the talent,advanced
866,ମେଧା,intellect,vocabulary,"Intelligence, mind, understanding",ମେଧା ର ମଧୁର କିରଣ,Sweet rays of the intellect,advanced
867,ସ୍ମୃତି,memory,vocabulary,"Recollection, remembrance, past",ସ୍ମୃତି ର ମଧୁର କିରଣ,Sweet rays of the memory,advanced
868,ଚେତନା,consciousness,vocabulary,"Awareness, mind, spirit",ଚେତନା ର ମଧୁର କିରଣ,Sweet rays of the consciousness,advanced
869,ଅନୁଭୂତି,experience,vocabulary,"Feeling, knowledge, realization",ଅନୁଭୂତି ର ମଧୁର କିରଣ,Sweet rays of the experience,advanced
870,ପରିଚୟ,acquaintance,vocabulary,"Knowledge, familiarity, introduction",ପରିଚୟ ର ମଧୁର କିରଣ,Sweet rays of the acquaintance,advanced
871,ଜ୍ଞାତୃତ୍ୱ,cognizance,vocabulary,"Awareness, knowledge, recognition",ଜ୍ଞାତୃତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the cognizance,advanced
872,ବୋଧ,understanding,vocabulary,"Comprehension, realization, insight",ବୋଧ ର ମଧୁର କିରଣ,Sweet rays of the understanding,advanced
873,ଅନୁଭବ,realization,vocabulary,"Experience, understanding, feeling",ଅନୁଭବ ର ମଧୁର କିରଣ,Sweet rays of the realization,advanced
874,ପ୍ରଜ୍ଞା,wisdom,vocabulary,"Deep knowledge, insight, understanding",ପ୍ରଜ୍ଞା ର ମଧୁର କିରଣ,Sweet rays of the wisdom,advanced
875,ବିବେକ,discernment,vocabulary,"Judgment, wisdom, discrimination",ବିବେକ ର ମଧୁର କିରଣ,Sweet rays of the discernment,advanced
876,ବିଚାର,thought,vocabulary,"Thinking, consideration, reflection",ବିଚାର ର ମଧୁର କିରଣ,Sweet rays of the thought,advanced
877,ଚିନ୍ତନ,contemplation,vocabulary,"Deep thought, meditation, reflection",ଚିନ୍ତନ ର ମଧୁର କିରଣ,Sweet rays of the contemplation,advanced
878,ମନନ,reflection,vocabulary,"Thought, consideration, meditation",ମନନ ର ମଧୁର କିରଣ,Sweet rays of the reflection,advanced
879,ଧ୍ୟାନ,meditation,vocabulary,"Concentration, contemplation, focus",ଧ୍ୟାନ ର ମଧୁର କିରଣ,Sweet rays of the meditation,advanced
880,ସାଧନା,practice,vocabulary,"Discipline, effort, spiritual practice",ସାଧନା ର ମଧୁର କିରଣ,Sweet rays of the practice,advanced
881,ଅଭ୍ୟାସ,habit,vocabulary,"Practice, routine, custom",ଅଭ୍ୟାସ ର ମଧୁର କିରଣ,Sweet rays of the habit,advanced
882,ପ୍ରବୃତ୍ତି,tendency,vocabulary,"Inclination, disposition, nature",ପ୍ରବୃତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the tendency,advanced
883,ସ୍ୱଭାବ,nature,vocabulary,"Character, temperament, essence",ସ୍ୱଭାବ ର ମଧୁର କିରଣ,Sweet rays of the nature,advanced
884,ପ୍ରକୃତି,nature,vocabulary,"Essential quality, character, disposition",ପ୍ରକୃତି ର ମଧୁର କିରଣ,Sweet rays of the nature,advanced
885,ବୃତ୍ତି,attitude,vocabulary,"Mindset, approach, disposition",ବୃତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the attitude,advanced
886,ମନୋଭାବ,sentiment,vocabulary,"Feeling, emotion, attitude",ମନୋଭାବ ର ମଧୁର କିରଣ,Sweet rays of the sentiment,advanced
887,ଭାବନା,emotion,vocabulary,"Feeling, sentiment, thought",ଭାବନା ର ମଧୁର କିରଣ,Sweet rays of the emotion,advanced
888,ଅନୁଭୂତି,sensation,vocabulary,"Feeling, experience, perception",ଅନୁଭୂତି ର ମଧୁର କିରଣ,Sweet rays of the sensation,advanced
889,ସଂବେଦନା,sensitivity,vocabulary,"Awareness, feeling, responsiveness",ସଂବେଦନା ର ମଧୁର କିରଣ,Sweet rays of the sensitivity,advanced
890,ପ୍ରତିକ୍ରିୟା,reaction,vocabulary,"Response, answer, feedback",ପ୍ରତିକ୍ରିୟା ର ମଧୁର କିରଣ,Sweet rays of the reaction,advanced
891,ଫଳ,result,vocabulary,"Outcome, consequence, effect",ଫଳ ର ମଧୁର କିରଣ,Sweet rays of the result,advanced
892,ପରିଣାମ,consequence,vocabulary,"Result, outcome, effect",ପରିଣାମ ର ମଧୁର କିରଣ,Sweet rays of the consequence,advanced
893,ପ୍ରଭାବ,influence,vocabulary,"Effect, impact, power",ପ୍ରଭାବ ର ମଧୁର କିରଣ,Sweet rays of the influence,advanced
894,ପରିଣତି,transformation,vocabulary,"Change, evolution, development",ପରିଣତି ର ମଧୁର କିରଣ,Sweet rays of the transformation,advanced
895,ବିକାଶ,development,vocabulary,"Growth, progress, evolution",ବିକାଶ ର ମଧୁର କିରଣ,Sweet rays of the development,advanced
